hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
97484,187150,Sgr,19,48,50.17,,-12,19,9.7,6.47,,,234,,,,,,,
97849,187949,Sgr,19,53,6.39,,-14,36,11.1,6.47,,,240,,,,,V505,,
98012,188158,Sgr,19,55,5.11,,-33,2,46.5,6.47,,,244,,,,,,,
87782,163245,Sgr,17,55,54.96,,-18,48,7.6,6.48,,,9,,,,,,,
95149,181321,Sgr,19,21,29.7,,-34,58,59.6,6.48,,,166,,,,,,,
96095,183577,Sgr,19,32,14.11,,-44,32,47.3,6.48,,,196,,,,,,,
91132,171369,Sgr,18,35,21.31,,-20,50,25.6,6.49,,,79,,,,,V4190,,
80763,148478,Sco,16,29,24.47,,-26,25,55,1.06,α,21,,Antares,1,,,,,
85927,158926,Sco,17,33,36.53,,-37,6,13.5,1.62,λ,35,,Shaula,1,,,,,
86228,159532,Sco,17,37,19.13,,-42,59,52.2,1.86,θ,,,Sargas,1,,,,,
78401,143275,Sco,16,0,20.01,,-22,37,17.8,2.29,δ,7,,Dschubba,1,,,,,
82396,151680,Sco,16,50,10.24,,-34,17,33.4,2.29,ε,26,,Wei,,,,,,
86670,160578,Sco,17,42,29.28,,-39,1,47.7,2.39,κ,,,Girtab,1,,,,,
78820,144217,Sco,16,5,26.23,,-19,48,19.4,2.56,β1,8,,Graffias,1,,,,,
85696,158408,Sco,17,30,45.84,,-37,17,44.7,2.7,υ,34,,Lesath,,,,,,
81266,149438,Sco,16,35,52.96,,-28,12,57.5,2.82,τ,23,,Alniyat II,,,,,,
78265,143018,Sco,15,58,51.12,,-26,6,50.6,2.89,π,6,,Vrischika,,,,,,
80112,147165,Sco,16,21,11.32,,-25,35,33.9,2.9,σ,20,,Alniyat I,,,,,,
87073,161471,Sco,17,47,35.08,,-40,7,37.1,2.99,ι1,,,Apollyon,,,,,,
82514,151890,Sco,16,51,52.24,,-38,2,50.4,3,μ1,,,Denebakrab,,,,,,
87261,161892,Sco,17,49,51.45,,-37,2,36.1,3.19,G,,,Basanismus,,,,,,
84143,155203,Sco,17,12,9.18,,-43,14,18.6,3.32,η,,,,,,,,,
82545,151985,Sco,16,52,20.15,,-38,1,2.9,3.56,μ2,,,Tali al Shaulah II,,,,,,
82729,152334,Sco,16,54,35.11,,-42,21,38.7,3.62,ζ2,,,,,,,,,
78104,142669,Sco,15,56,53.09,,-29,12,50.4,3.87,ρ,5,,Iclil,,,,,,
78933,144470,Sco,16,6,48.43,,-20,40,8.9,3.93,ω1,9,,Jabhat al Akrab,,,,,,
79374,145502,Sco,16,11,59.74,,-19,27,38.3,4,ν,14,,Jabbah,,,,,,
81304,149447,Sco,16,36,22.46,,-35,15,19.3,4.18,H,,,,,,,,,
80911,148703,Sco,16,31,22.94,,-34,42,15.6,4.24,N,,,,,,,,,
86170,159433,Sco,17,36,32.85,,-38,38,5.5,4.26,Q,,,,,,,,,
78990,144608,Sco,16,7,24.3,,-20,52,7.2,4.31,ω2,10,,,,,,,,
80079,147084,Sco,16,20,38.18,,-24,10,9.4,4.55,ο,19,,,,,,,,
79404,145482,Sco,16,12,18.21,,-27,55,34.7,4.58,c2,13,,,,,,,,
77840,142114,Sco,15,53,36.73,,-25,19,37.5,4.59,A,2,,,,,,,,
77635,141637,Sco,15,50,58.75,,-25,45,4.4,4.63,b,1,,,,,,,,
82671,152236,Sco,16,53,59.73,,-42,21,43.3,4.7,ζ1,,,,,,,,,
,144070,Sco,16,4,22.1,,-11,22,23,4.77,ξ,,,Grassias,,,,,,
87294,161912,Sco,17,50,11.11,,-40,5,25.5,4.78,ι2,,,Vanant,,,,,,
80815,148605,Sco,16,30,12.48,,-25,6,54.6,4.79,i,22,,,,,,,,
87220,161840,Sco,17,49,10.47,,-31,42,11.5,4.79,,,,,,,,,,
79881,146624,Sco,16,18,17.92,,-28,36,49.6,4.8,d,,,,,,,,,
83574,154090,Sco,17,4,49.35,,-34,7,22.5,4.83,k,,120,,,,,V1073,,
87846,163145,Sco,17,56,47.43,,-44,20,31.9,4.85,,,,,,,,,,
87936,163376,Sco,17,57,47.81,,-41,42,58.5,4.88,,,,,,,,,,
78821,144218,Sco,16,5,26.58,,-19,48,6.6,4.9,β2,8,,,,,,,,
79375,145570,Sco,16,12,0,,-10,3,51.1,4.93,ψ,15,,,,,,,,
78650,143787,Sco,16,3,20.67,,-25,51,54.5,4.96,,,,,,,,,,
83336,153613,Sco,17,1,52.65,,-32,8,36.2,5.03,,,117,,,,,,,
84033,154948,Sco,17,10,42.35,,-44,33,27.2,5.06,,,125,,,,,,,
78727,144069,Sco,16,4,22.3,,-11,22,18,5.07,ξ,,,,,,,,,
79302,145250,Sco,16,11,2.13,,-29,24,57.6,5.09,,,35,,,,,,,
85162,157243,Sco,17,24,13.09,,-44,9,45,5.1,,,146,,,,,,,
82493,151804,Sco,16,51,33.72,,-41,13,49.9,5.23,,,97,,,,,V973,,
79540,145897,Sco,16,13,50.91,,-11,50,15.8,5.24,χ,17,,,,,,,,
80945,148688,Sco,16,31,41.77,,-41,49,1.7,5.31,,,71,,,,,V1058,,
79050,144690,Sco,16,8,7.52,,-26,19,36,5.35,,,25,,,,,,,
80337,147513,Sco,16,24,1.24,,-39,11,34.8,5.37,,,62,,,,,,,
77858,142165,Sco,15,53,53.92,,-24,31,59.1,5.38,,,4,,,,,,,
77859,142184,Sco,15,53,55.87,,-23,58,40.9,5.41,,,5,,,,,V1040,,
80390,147628,Sco,16,24,31.77,,-37,33,57.5,5.42,,,66,,,,,,,
78246,142990,Sco,15,58,34.87,,-24,49,53.1,5.43,,,11,,,,,V913,,
79387,145607,Sco,16,12,7.29,,-8,32,51.3,5.43,,16,,,,,,,,
81305,149404,Sco,16,36,22.57,,-42,51,31.9,5.46,,,,,,,,V918,,
82676,152234,Sco,16,54,1.84,,-41,48,23,5.46,,,101,,,,,,,
82135,151078,Sco,16,46,47.97,,-39,22,36.8,5.48,,,91,,,,,,,
82960,152820,Sco,16,57,11.17,,-33,15,34.1,5.48,,27,,,,,,,,
79672,146233,Sco,16,15,37.13,,-8,22,5.7,5.49,,18,,,,,,,,
79199,144987,Sco,16,9,52.61,,-33,32,44.5,5.5,,,30,,,,,,,
79980,146836,Sco,16,19,32.68,,-30,54,24.4,5.53,,,55,,,,,,,
84551,156098,Sco,17,17,3.71,,-32,39,45.7,5.53,,,139,,,,,,,
86698,160668,Sco,17,42,51.09,,-36,56,43.8,5.53,,,166,,,,,,,
87569,162587,Sco,17,53,23.47,,-34,53,42.4,5.58,,,179,,,,,,,
84401,155806,Sco,17,15,19.25,,-33,32,54.3,5.6,,,134,,,,,V1075,,
77984,142445,Sco,15,55,30.1,,-26,15,57.3,5.63,,4,,,,,,,,
81972,150742,Sco,16,44,42.6,,-40,50,22.6,5.64,,,87,,,,,,,
84150,155259,Sco,17,12,16.22,,-39,30,24.4,5.66,,,127,,,,,,,
79399,145483,Sco,16,12,16.05,,-28,25,1.9,5.67,c1,12,,,,,,,,
86011,159176,Sco,17,34,42.49,,-32,34,54,5.69,,,,,,,,V1036,,
79005,144708,Sco,16,7,36.44,,-12,44,43.2,5.75,,11,,,,,,,,
84690,156293,Sco,17,18,47.84,,-44,7,46.9,5.76,,,,,,,,,,
82775,152408,Sco,16,54,58.51,,-41,9,3.1,5.78,,,106,,,,,,,
80672,148247,Sco,16,28,14.46,,-37,10,47.3,5.79,,,68,,,,,,,
81472,149711,Sco,16,38,26.3,,-43,23,54.2,5.83,,,,,,,,V1003,,
78168,142883,Sco,15,57,40.47,,-20,58,58.9,5.84,,,10,,,,,,,
81741,150331,Sco,16,41,45.5,,-33,8,44.2,5.84,,,81,,,,,,,
82716,152293,Sco,16,54,26.94,,-42,28,44,5.84,,,105,,,,,,,
85889,158799,Sco,17,33,7.39,,-41,10,23,5.84,,,155,,,,,,,
87472,162391,Sco,17,52,19.76,,-34,25,0.6,5.84,,,,,,,,,,
80399,147723,Sco,16,24,39.73,,-29,42,16.1,5.84,,,67,,,,,,,
79098,144844,Sco,16,8,43.73,,-23,41,7.3,5.86,,,27,,,,,,,
79320,145191,Sco,16,11,17.77,,-41,7,10.2,5.86,,,34,,,,,,,
77909,142301,Sco,15,54,39.54,,-25,14,37.2,5.87,,3,,,,,,,,
86847,160928,Sco,17,44,42.01,,-42,43,45.5,5.87,,,168,,,,,,,
87460,162374,Sco,17,52,13.66,,-34,47,57.1,5.88,,,,,,,,V957,,
78877,144334,Sco,16,6,6.38,,-23,36,22.5,5.9,,,19,,,,,V929,,
79596,145838,Sco,16,14,22.37,,-33,0,39.8,5.91,,,43,,,,,,,
83491,153890,Sco,17,3,50.87,,-38,9,9,5.91,,,118,,,,,V923,,
84709,156384,Sco,17,18,56.36,,-34,59,22.5,5.91,,,142,,,,,,,
85048,157097,Sco,17,22,54.73,,-37,13,14.5,5.91,,,145,,,,,,,
81523,149886,Sco,16,39,5.24,,-37,13,2.1,5.93,,,77,,,,,,,
83896,154783,Sco,17,8,47.55,,-30,24,12.8,5.93,,,124,,,,,,,
87390,162189,Sco,17,51,32.57,,-40,46,20.4,5.94,,,176,,,,,,,
82650,152161,Sco,16,53,42.44,,-43,3,3.2,5.95,,,,,,,,V1068,,
83235,153368,Sco,17,0,36.99,,-35,56,2.3,5.95,,,116,,,,,,,
84226,155450,Sco,17,12,58.56,,-32,26,18,5.95,,,130,,,,,,,
84425,155826,Sco,17,15,36.08,,-38,35,34.6,5.95,,,133,,,,,,,
79938,146850,Sco,16,19,0.43,,-14,52,22.2,5.97,,,57,,,,,,,
83693,154310,Sco,17,6,20.2,,-37,13,39.1,5.98,,,122,,,,,,,
85543,158105,Sco,17,28,56.09,,-36,46,41.8,5.98,,,149,,,,,,,
81992,150894,Sco,16,45,0.21,,-28,30,34.8,5.99,,,90,,,,,,,
87616,162724,Sco,17,53,54.77,,-34,45,9.8,6,,,,,,,,V906,,
86527,160371,Sco,17,40,58.55,,-32,12,52,6.01,,,163,,,,,,,
87532,162517,Sco,17,52,57.6,,-35,37,27.1,6.03,,,,,,,,,,
81904,150608,Sco,16,43,47.6,,-38,9,22.5,6.05,,,85,,,,,,,
83100,153072,Sco,16,58,52.25,,-37,37,13.5,6.05,,,114,,,,,,,
87516,162496,Sco,17,52,49.22,,-34,6,53.4,6.05,,,175,,,,,,,
87722,162926,Sco,17,55,8.03,,-36,28,32.3,6.05,,,180,,,,,,,
79622,146001,Sco,16,14,53.44,,-25,28,36.9,6.06,,,46,,,,,,,
78575,143619,Sco,16,2,39.4,,-29,8,8.8,6.07,,,14,,,,,,,
80910,148760,Sco,16,31,22.87,,-26,32,15.2,6.07,,,73,,,,,,,
82691,152248,Sco,16,54,10.06,,-41,49,30.1,6.07,,,,,,,,V1007,,
79692,146254,Sco,16,15,51.49,,-14,50,56.8,6.09,,,48,,,,,,,
84489,155974,Sco,17,16,21.68,,-35,44,58.1,6.09,,,138,,,,,,,
86311,159707,Sco,17,38,8.45,,-42,52,48.7,6.09,,,162,,,,,,,
82453,151771,Sco,16,51,0.04,,-37,30,52.1,6.1,,,96,,,,,,,
87671,162817,Sco,17,54,27.12,,-34,28,0.2,6.1,,,,,,,,,,
80066,146954,Sco,16,20,32.63,,-39,25,48.8,6.11,,,56,,,,,,,
81914,150591,Sco,16,43,54.09,,-41,6,47.9,6.14,,,84,,,,,,,
85237,157486,Sco,17,25,2.67,,-34,41,45.6,6.14,,,147,,,,,,,
87567,162586,Sco,17,53,19.58,,-34,43,50.9,6.14,,,,,,,,,,
77900,142250,Sco,15,54,30.12,,-27,20,18.9,6.15,,,6,,,,,,,
83706,154368,Sco,17,6,28.37,,-35,27,3.7,6.15,,,123,,,,,V1074,,
85839,158741,Sco,17,32,24.64,,-34,16,45.6,6.16,,,154,,,,,V949,,
79173,144927,Sco,16,9,31.76,,-32,38,56.2,6.18,,,28,,,,,,,
82911,152667,Sco,16,56,35.98,,-40,49,24.4,6.18,,,112,,,,,V861,,
83650,154153,Sco,17,5,48.47,,-44,6,18.4,6.18,,,121,,,,,,,
87523,162396,Sco,17,52,52.47,,-41,59,45.8,6.19,,,178,,,,,,,
84445,155940,Sco,17,15,51.36,,-30,12,38.2,6.2,,,136,,,,,,,
81903,150573,Sco,16,43,45.7,,-41,7,8.9,6.21,,,83,,,,,,,
78699,143900,Sco,16,3,54.71,,-24,43,34.8,6.22,,,16,,,,,,,
86246,159633,Sco,17,37,26.92,,-38,3,58.9,6.26,,,161,,,,,,,
82669,152235,Sco,16,53,58.85,,-41,59,39.6,6.28,,,,,,,,V900,,
83594,154025,Sco,17,5,5.39,,-45,30,7.4,6.28,,,,,,,,,,
87948,163433,Sco,17,57,57.8,,-39,8,11.3,6.28,,,184,,,,,,,
79945,146834,Sco,16,19,7.71,,-20,13,4.9,6.29,,,58,,,,,,,
82855,152636,Sco,16,55,57.74,,-33,30,24.8,6.29,,,110,,,,,,,
,145501,Sco,16,11,58.6,,-19,26,59,6.3,ν,14,,,,,,,,
82783,152424,Sco,16,55,3.33,,-42,5,27,6.3,,,,,,,,,,
84151,155276,Sco,17,12,16.55,,-38,49,20.7,6.3,,,128,,,,,,,
85549,158042,Sco,17,29,0.86,,-43,58,26,6.3,,,148,,,,,,,
78955,144585,Sco,16,7,3.53,,-14,4,16.8,6.32,,,22,,,,,,,
79031,144661,Sco,16,7,51.9,,-24,27,44.2,6.32,,,24,,,,,,,
79605,145997,Sco,16,14,39.3,,-18,32,7.2,6.32,,,47,,,,,,,
85020,157038,Sco,17,22,39.22,,-37,48,16.7,6.33,,,143,,,,,V975,,
82731,152431,Sco,16,54,35.94,,-30,35,14.4,6.34,,,107,,,,,,,
82554,151965,Sco,16,52,27.42,,-40,43,23.2,6.35,,,100,,,,,V911,,
82543,151932,Sco,16,52,19.25,,-41,51,16.2,6.36,,,,,,,,V919,,
84650,156325,Sco,17,18,20.51,,-32,33,11.1,6.36,,,140,,,,,V1077,,
85589,158156,Sco,17,29,25.6,,-38,31,1,6.38,,,150,,,,,,,
79530,145792,Sco,16,13,45.5,,-24,25,19.4,6.4,,,41,,,,,V1051,,
79788,146436,Sco,16,16,59.2,,-20,6,14.7,6.4,,,52,,,,,,,
79599,145964,Sco,16,14,28.89,,-21,6,27.2,6.41,,,45,,,,,,,
87042,161390,Sco,17,47,7.3,,-38,6,43.5,6.41,,,,,,,,,,
87624,162725,Sco,17,53,58.13,,-34,49,51.8,6.41,,,,,,,,V951,,
84332,155603,Sco,17,14,27.66,,-39,45,59.9,6.42,,,131,,,,,V915,,
85019,157060,Sco,17,22,37.9,,-35,54,39.4,6.42,,,144,,,,,,,
79203,145100,Sco,16,9,55.31,,-18,20,25.6,6.43,,,33,,,,,,,
81198,149174,Sco,16,35,7.77,,-45,14,39.2,6.43,,,,,,,,,,
85786,158619,Sco,17,31,47.36,,-33,42,11.1,6.43,,,153,,,,,,,
86716,160748,Sco,17,43,6.86,,-33,3,4.6,6.44,,,167,,,,,,,
80324,147553,Sco,16,23,56.72,,-33,11,57.6,6.45,,,64,,,,,,,
81891,150638,Sco,16,43,38.73,,-32,6,21.2,6.46,,,86,,,,,,,
84556,155985,Sco,17,17,5.54,,-44,46,42.9,6.46,,,137,,,,,,,
87865,163234,Sco,17,56,55.89,,-40,18,20.3,6.46,,,,,,,,,,
81803,150420,Sco,16,42,29.11,,-37,4,44.9,6.47,,,80,,,,,,,
83499,153919,Sco,17,3,56.77,,-37,50,39,6.48,,,,,,,,,,
86098,159312,Sco,17,35,43.08,,-37,26,23.3,6.48,,,158,,,,,,,
83202,153234,Sco,17,0,14.26,,-44,59,18.5,6.5,,,,,,,,,,
4577,5737,Scl,0,58,36.35,,-29,21,26.9,4.3,α,,92,,,,,,,
116231,221507,Scl,23,32,58.19,,-37,49,6.1,4.38,β,,16,,,,,,,
115102,219784,Scl,23,18,49.43,,-32,31,54.6,4.41,γ,,7,,,,,,,
117452,223352,Scl,23,48,55.48,,-28,7,48.1,4.59,δ,,27,,,,,,,
2210,2429,Scl,0,27,55.71,,-33,0,25.4,4.86,η,,71,,,,,,,
183,224990,Scl,0,2,19.91,,-29,43,13.6,5.04,ζ,,42,,,,,,,
1708,1737,Scl,0,21,31.18,,-28,58,52.7,5.18,ι,,62,,,,,,,
950,739,Scl,0,11,43.89,,-35,8,0.2,5.24,θ,,53,,,,,,,
7955,10537,Scl,1,42,8.65,,-32,19,36.7,5.25,π,,128,,,,,,,
8209,10830,Scl,1,45,38.65,,-25,3,8.8,5.29,ε,,131,,,,,,,
116820,222433,Scl,23,40,38.21,,-32,4,22.8,5.3,μ,,23,,,,,,,
930,720,Scl,0,11,34.42,,-27,47,59.2,5.41,κ2,,52,,,,,,,
761,493,Scl,0,9,21.02,,-27,59,16.5,5.42,κ1,,51,,,,,,,
7213,9525,Scl,1,32,56.05,,-36,51,54.7,5.49,,,119,,,,,,,
4852,6178,Scl,1,2,26.38,,-31,33,7.4,5.5,σ,,96,,,,,,,
2661,3059,Scl,0,33,41.06,,-29,33,29.5,5.55,,,77,,,,,,,
4770,6055,Scl,1,1,18.23,,-38,54,59.9,5.59,ξ,,94,,,,,,,
118277,224630,Scl,23,59,27.9,,-29,29,6.6,5.59,,,38,,,,,BU,,
114254,218434,Scl,23,8,21.1,,-28,49,24.8,5.6,,,2,,,,,,,
115312,220096,Scl,23,21,15.51,,-26,59,12.3,5.65,,,11,,,,,,,
1288,1187,Scl,0,16,8.79,,-31,26,46.8,5.66,,,58,,,,,,,
655,344,Scl,0,8,3.52,,-33,31,45.6,5.67,,,50,,,,,,,
7463,9906,Scl,1,36,8.43,,-29,54,26.8,5.69,τ,,121,,,,,,,
7941,10538,Scl,1,42,3.02,,-36,49,56.2,5.7,,,129,,,,,,,
7118,9377,Scl,1,31,43.25,,-30,16,58.5,5.79,,,118,,,,,,,
6502,8498,Scl,1,23,30.97,,-30,56,43.8,5.84,,,109,,,,,,,
114366,218619,Scl,23,9,44.62,,-28,5,18.9,5.88,,,3,,,,,,,
3456,4211,Scl,0,44,11.92,,-38,25,19.1,5.9,λ2,,84,,,,,,,
7016,9228,Scl,1,30,22.88,,-26,12,28.3,5.92,,,116,,,,,,,
1096,942,Scl,0,13,42.22,,-26,1,19.8,5.94,,,55,,,,,,,
7643,10142,Scl,1,38,27.49,,-36,31,40.6,5.94,,,122,,,,,,,
5661,7312,Scl,1,12,45.37,,-37,51,23.1,5.95,,,102,,,,,AI,,
2159,2363,Scl,0,27,14.69,,-25,32,49.7,5.99,,,69,,,,,,,
3356,4065,Scl,0,42,42.89,,-38,27,48.5,6.05,λ1,,83,,,,,,,
117931,224113,Scl,23,55,16.57,,-31,55,17.3,6.09,,,34,,,,,AL,,
4363,5445,Scl,0,55,55.53,,-27,46,33,6.11,,,90,,,,,,,
7361,9742,Scl,1,34,50.83,,-31,53,32,6.11,,,120,,,,,,,
1099,943,Scl,0,13,44.38,,-26,17,5.9,6.14,,,56,,,,,,,
1195,1089,Scl,0,14,58.21,,-34,54,15.1,6.17,,,57,,,,,,,
7886,10481,Scl,1,41,27.28,,-38,7,58.7,6.2,,,127,,,,,,,
117107,222872,Scl,23,44,29.1,,-26,14,47.7,6.23,,,26,,,,,,,
114969,219580,Scl,23,17,8.73,,-28,26,16.9,6.24,,,6,,,,,,,
118076,224350,Scl,23,57,8.12,,-26,37,24.6,6.26,,,36,,,,,,,
4932,6269,Scl,1,3,17.76,,-29,31,32.8,6.28,,,97,,,,,,,
115833,220929,Scl,23,28,0.69,,-35,32,40.2,6.34,,,13,,,,,,,
117860,223991,Scl,23,54,21.39,,-27,2,34.5,6.34,,,33,,,,,,,
115178,219912,Scl,23,19,43.12,,-33,42,28.7,6.35,,,10,,,,,,,
6971,9151,Scl,1,29,42.79,,-25,37,4,6.37,,,115,,,,,,,
345,225200,Scl,0,4,20.3,,-29,16,7.8,6.38,,,45,,,,,,,
2663,3074,Scl,0,33,43.85,,-35,0,3,6.41,,,78,,,,,,,
3056,3605,Scl,0,38,48.75,,-25,6,28,6.43,,,81,,,,,,,
5042,6403,Scl,1,4,32.61,,-33,31,58,6.44,,,98,,,,,,,
117510,223466,Scl,23,49,49.61,,-25,19,52.6,6.44,,,29,,,,,,,
115121,219823,Scl,23,19,3.28,,-28,23,16.3,6.49,,,9,,,,,,,
6759,8879,Scl,1,26,58.1,,-32,32,35.2,6.57,,,113,,,,,R,,
91117,171443,Sct,18,35,12.44,,-8,14,35.9,3.85,α,,14,Ionnia,,,,,,
92175,173764,Sct,18,47,10.48,,-4,44,52.2,4.22,β,,24,,,,,,,
90135,169156,Sct,18,23,39.55,,-8,56,4.2,4.66,ζ,,3,,,,,,,
90595,170296,Sct,18,29,11.85,,-14,33,56.9,4.67,γ,,6,,,,,,,
91726,172748,Sct,18,42,16.42,,-9,3,9.2,4.7,δ,,19,,,,,,,
93026,175751,Sct,18,57,3.63,,-5,50,46.4,4.83,η,,33,,,,,,,
91845,173009,Sct,18,43,31.24,,-8,16,30.9,4.88,ε,,21,,,,,,,
92814,175156,Sct,18,54,43.12,,-15,36,10.9,5.08,,,32,,,,,,,
91105,171391,Sct,18,35,2.36,,-10,58,37.9,5.12,,,13,,,,,,,
92202,173819,Sct,18,47,28.98,,-5,42,18.3,5.38,,,25,,,,,R,,
90913,170975,Sct,18,32,43.32,,-14,51,56.4,5.47,,,10,,,,,V450,,
92136,173638,Sct,18,46,43.32,,-10,7,30.1,5.69,,,23,,,,,,,
90096,169033,Sct,18,23,12.17,,-12,0,52.9,5.71,,,2,,,,,,,
90991,171130,Sct,18,33,39,,-14,51,12.9,5.74,,,11,,,,,,,
90804,170740,Sct,18,31,25.69,,-10,47,44.9,5.77,,,9,,,,,,,
91532,172348,Sct,18,40,0.4,,-7,47,26.5,5.82,,,17,,,,,,,
92488,174464,Sct,18,50,58.51,,-9,46,26.8,5.82,,,29,,,,,,,
92391,174208,Sct,18,49,40.96,,-5,54,46.2,5.99,,,27,,,,,,,
90651,170397,Sct,18,29,46.75,,-14,34,55.3,6.02,,,7,,,,,V432,,
91751,172831,Sct,18,42,36.12,,-7,4,25.1,6.13,,,20,,,,,,,
90692,170547,Sct,18,30,14.3,,-5,43,26.9,6.27,,,8,,,,,,,
92674,174866,Sct,18,53,1.8,,-9,34,32,6.27,,,31,,,,,,,
90238,169370,Sct,18,24,42.05,,-7,4,33.1,6.28,,,4,,,,,,,
91880,173093,Sct,18,43,51.22,,-6,49,4.8,6.3,,,22,,,,,,,
90083,169009,Sct,18,23,2.1,,-10,13,8.1,6.32,,,1,,,,,,,
90884,170902,Sct,18,32,20.66,,-14,38,39.2,6.36,,,,,,,,,,
90967,171149,Sct,18,33,22.71,,-5,54,41.9,6.36,,,12,,,,,,,
91677,172594,Sct,18,41,42.46,,-14,33,51.3,6.4,,,18,,,,,,,
92456,174328,Sct,18,50,31.17,,-13,34,20.1,6.48,,,28,,,,,,,
91369,171957,Sct,18,38,4.48,,-14,0,17.1,6.49,,,15,,,,,,,
92296,174005,Sct,18,48,39.49,,-6,0,15.8,6.49,,,26,,,,,,,
90437,169913,Sct,18,27,8.86,,-8,2,25.6,6.5,,,5,,,,,,,
77070,140573,Ser,15,44,16,,6,25,31.9,2.63,α,24,21,Unukalhai,1,,,,,
89962,168723,Ser,18,21,18.92,,-2,53,49.6,3.23,η,58,34,Alava,,,,,,
77516,141513,Ser,15,49,37.27,,-3,25,48.5,3.54,μ,32,27,Leiolepis,,,,,,
86263,159876,Ser,17,37,35.23,,-15,23,54.3,3.54,ξ,55,8,Nehushtan,,,,,,
77233,141003,Ser,15,46,11.21,,15,25,18.9,3.65,β,28,,Chow,,,,,,
77622,141795,Ser,15,50,48.89,,4,28,39.3,3.71,ε,37,29,Nulla Pambu,,,,,,
76276,138917,Ser,15,34,48.19,,10,32,19.9,3.8,δ,13,,Tsin,,,,,,
,138918,Ser,15,34,48.1,,10,32,21,3.8,δ,13,,,,,,,,
78072,142860,Ser,15,56,26.99,,15,39,53,3.85,γ,41,,Ainalhai,,,,,,
77450,141477,Ser,15,48,44.41,,18,8,30.4,4.09,κ,35,,She Low,,,,,,
86565,160613,Ser,17,41,24.92,,-12,52,30.6,4.24,ο,56,11,,,,,,,
84880,156928,Ser,17,20,49.64,,-12,50,48.8,4.32,ν,53,1,,,,,,,
77257,141004,Ser,15,46,26.75,,7,21,11.7,4.42,λ,27,25,,,,,,,
76852,140159,Ser,15,41,33.09,,19,40,13.8,4.51,ι,21,,,,,,,,
88175,164259,Ser,18,0,28.92,,-3,41,24.6,4.62,ζ,57,17,Tung Hae,,,,,,
92946,175638,Ser,18,56,13.16,,4,12,12.7,4.62,θ1,63,71,Alya,1,,,,,
77661,141992,Ser,15,51,15.94,,20,58,40.4,4.74,ρ,,38,,,,,,,
78554,143894,Ser,16,2,17.69,,22,48,15.8,4.82,π,44,,,,,,,,
80179,147449,Ser,16,22,4.44,,1,1,44.1,4.82,σ,50,49,,,,,,,
92951,175639,Ser,18,56,14.61,,4,12,7.4,4.98,θ2,63,72,,,,,,,
74975,136202,Ser,15,19,18.58,,1,46,0,5.04,,5,9,,,,,,,
77660,141851,Ser,15,51,15.65,,-3,5,25.5,5.09,b,36,30,,,,,,,
75761,137898,Ser,15,28,38.29,,1,50,31.8,5.15,,10,13,,,,,,,
75530,137471,Ser,15,25,47.41,,15,25,41,5.16,τ1,9,,,,,,,,
,141850,Ser,15,50,41.7,,15,8,1,5.2,,,,,,,,R,,
,169986,Ser,18,27,12.2,,0,11,48,5.2,d,59,,,,,,,,
90441,169985,Ser,18,27,12.51,,0,11,46.1,5.2,d,59,41,,,,,,,
77578,141680,Ser,15,50,17.53,,2,11,47.8,5.21,ω,34,28,,,,,,,
76425,139195,Ser,15,36,29.55,,10,0,37.6,5.26,,16,,,,,,,,
74649,135482,Ser,15,15,11.37,,4,56,21.7,5.32,,3,2,,,,,,,
76866,140160,Ser,15,41,47.39,,12,50,51.1,5.34,χ,20,,,,,,,,
75119,136514,Ser,15,21,2.02,,0,42,56.1,5.35,,6,11,,,,,,,
90642,170474,Ser,18,29,40.96,,-1,59,6.8,5.38,c,60,45,,,,,,,
77227,140873,Ser,15,46,5.65,,-1,48,14.8,5.39,A2,25,24,,,,,,,
79195,145206,Ser,16,9,50.53,,-3,28,0.2,5.39,,,43,,,,,,,
89851,168415,Ser,18,20,8.77,,-15,49,53.8,5.39,,,32,,,,,,,
77902,142574,Ser,15,54,34.66,,20,18,39.1,5.45,,,,,,,,QY,,
76133,138562,Ser,15,32,57.95,,-1,11,10.7,5.5,A1,11,15,,,,,,,
78132,142980,Ser,15,57,14.64,,14,24,51.4,5.54,φ,,,,,,,,,
86019,159358,Ser,17,34,46.35,,-11,14,31.2,5.54,,,6,,,,,,,
93051,175869,Ser,18,57,16.59,,2,32,7.4,5.56,,64,74,,,,,,,
77163,140775,Ser,15,45,23.47,,5,26,50.4,5.57,,,22,,,,,,,
74689,135559,Ser,15,15,49.14,,0,22,19.6,5.62,,4,3,,,,,,,
79007,144874,Ser,16,7,37.55,,9,53,30.3,5.63,,45,,,,,,,,
74896,136138,Ser,15,18,24.51,,20,34,22.1,5.68,,,,,,,,,,
79072,145002,Ser,16,8,28.08,,8,32,3.6,5.69,,47,39,,,,,,,
77336,141187,Ser,15,47,17.35,,14,6,55,5.71,υ,31,,,,,,,,
90497,170200,Ser,18,27,58.77,,6,11,39,5.71,,,44,,,,,,,
86313,160018,Ser,17,38,9.51,,-10,55,34.5,5.74,,,10,,,,,,,
88684,165438,Ser,18,6,15.11,,-4,45,4.2,5.74,,,20,,,,,,,
91322,171978,Ser,18,37,35.95,,0,18,33.9,5.76,e,,57,,,,,,,
