hip,hd,cons,ra_h,ra_m,ra_s,dec_sign,dec_deg,dec_m,dec_s,mag,bayer,flam,gould,name,is_comon,is_double,is_var,var_name,max_mag,min_mag
22024,30076,Eri,4,44,5.32,,-8,30,12.9,5.78,,56,263,,,,,,,
19571,26591,Eri,4,11,36.18,,-20,21,22.6,5.8,,,187,,,,,GW,,
23916,33224,Eri,5,8,20.19,,-8,39,55,5.8,,,291,,,,,,,
14187,19141,Eri,3,2,55.84,,-46,58,30.2,5.81,r,,58,,,,,,,
17798,23978,Eri,3,48,35.72,,-20,54,10.6,5.81,,,132,,,,,,,
20465,27881,Eri,4,23,5.66,,-24,53,31.6,5.81,,,216,,,,,,,
13835,18535,Eri,2,58,5.69,,-23,36,22.1,5.82,,6,44,,,,,,,
14110,18885,Eri,3,1,56.09,,-9,57,41,5.84,,,53,,,,,,,
18606,25069,Eri,3,58,52.42,,-5,28,10.3,5.85,,,159,,,,,,,
20271,27563,Eri,4,20,42.83,,-7,35,33,5.85,d,,210,,,,,EM,,
16989,22675,Eri,3,38,29.25,,-7,23,30.2,5.86,,,109,,,,,,,
20341,27611,Eri,4,21,27.05,,0,5,52.3,5.86,,,211,,,,,,,
23475,32393,Eri,5,2,45.37,,-4,12,36.5,5.86,,,287,,,,,,,
11102,14943,Eri,2,22,54.65,,-51,5,32.2,5.9,,,15,,,,,,,
17805,23887,Eri,3,48,38.92,,0,13,40.3,5.91,,,129,,,,,,,
14913,20121,Eri,3,12,25.68,,-44,25,10.8,5.92,u,,71,,,,,,,
13479,18071,Eri,2,53,35.27,,-22,22,34,5.93,,,35,,,,,,,
18723,25371,Eri,4,0,40.62,,-30,29,26.6,5.93,,,163,,,,,,,
19996,27179,Eri,4,17,19.23,,-6,28,19.8,5.95,,,202,,,,,,,
20892,28479,Eri,4,28,39.01,,-19,27,31,5.95,,,227,,,,,,,
21042,28776,Eri,4,30,40.33,,-35,39,12.9,5.95,,,233,,,,,,,
17027,22713,Eri,3,39,1.13,,-5,37,32.5,5.97,,21,111,,,,,,,
21986,30020,Eri,4,43,34.73,,-8,47,39.3,5.98,,55,262,,,,,,,
18339,24712,Eri,3,55,16.17,,-12,5,56.6,5.99,,,152,,,,,DO,,
20075,27362,Eri,4,18,16.07,,-20,42,55.1,6,,,203,,,,,GZ,,
16266,21665,Eri,3,29,39.19,,-6,48,15.3,6.01,,,93,,,,,,,
13402,17925,Eri,2,52,31.89,,-12,46,9.3,6.05,,,32,,,,,EP,,
21239,28970,Eri,4,33,22.09,,-10,47,7.5,6.06,,,236,,,,,,,
14819,19836,Eri,3,11,18.78,,-3,48,41.6,6.08,,,64,,,,,,,
20347,27710,Eri,4,21,31.29,,-25,43,42.4,6.08,,,214,,,,,,,
12611,17006,Eri,2,42,8.44,,-46,31,27.2,6.09,,,20,,,,,,,
20106,27411,Eri,4,18,37.46,,-22,58,11.4,6.09,,,205,,,,,,,
21298,29063,Eri,4,34,14.21,,-6,50,15.8,6.09,,,240,,,,,,,
9085,12042,Eri,1,56,59.66,,-51,46,0.7,6.1,,,10,,,,,,,
14040,18760,Eri,3,0,50.88,,-2,52,43.1,6.11,,7,51,,,,,,,
20765,28312,Eri,4,26,56.93,,-24,4,52.6,6.11,,,222,,,,,,,
21718,29610,Eri,4,39,47.21,,-1,3,8.8,6.11,,,256,,,,,,,
16310,21899,Eri,3,30,13.59,,-41,22,10.3,6.12,z,,100,,,,,,,
19037,25803,Eri,4,4,40.89,,-20,22,54.6,6.12,,,171,,,,,,,
21363,29184,Eri,4,35,0.65,,-19,55,17.5,6.12,,,247,,,,,,,
13883,18557,Eri,2,58,47.31,,-9,46,35.3,6.14,,,45,,,,,,,
15244,20395,Eri,3,16,35.77,,-9,9,17.1,6.14,,14,77,,,,,,,
20263,27536,Eri,4,20,38.59,,-6,14,45.1,6.15,,,209,,,,,EK,,
23060,31726,Eri,4,57,44.69,,-14,13,54.8,6.15,,,281,,,,,,,
15203,20319,Eri,3,16,0.85,,-5,55,7.3,6.17,,,74,,,,,,,
10138,13445,Eri,2,10,25.93,,-50,49,25.4,6.17,,,13,,,,,,,
18455,24832,Eri,3,56,37.9,,-9,45,3.1,6.18,,,155,,,,,DL,,
22192,30422,Eri,4,46,25.75,,-28,5,15,6.18,,,268,,,,,EX,,
17057,22799,Eri,3,39,25.42,,-10,26,13.3,6.19,,,113,,,,,,,
14124,18894,Eri,3,2,9.23,,-6,29,39.1,6.2,,,54,,,,,,,
15776,21019,Eri,3,23,17.7,,-7,47,36.8,6.2,,,86,,,,,,,
17734,23958,Eri,3,47,49.6,,-36,6,21,6.21,,,133,,,,,,,
18173,24497,Eri,3,53,12.93,,-18,26,4,6.21,,,147,,,,,,,
17086,22798,Eri,3,39,38.35,,-3,23,34.2,6.22,,,112,,,,,,,
20997,28625,Eri,4,30,9.99,,-13,35,32.5,6.22,,,229,,,,,,,
23311,32147,Eri,5,0,48.68,,-5,45,3.5,6.22,,,284,,,,,,,
14814,19887,Eri,3,11,16.74,,-16,1,29.8,6.25,,,67,,,,,,,
16677,22243,Eri,3,34,37.46,,-9,52,5.8,6.25,,,104,,,,,,,
21110,28763,Eri,4,31,25.86,,-13,38,38.8,6.25,,,232,,,,,,,
19121,25910,Eri,4,5,56.49,,-8,51,21.9,6.27,,,172,,,,,,,
22439,30743,Eri,4,49,42.32,,-13,46,9.3,6.27,,,272,,,,,,,
21486,29435,Eri,4,36,50.94,,-30,43,0.5,6.28,,,253,,,,,,,
14355,19210,Eri,3,5,11.26,,-8,16,27.5,6.3,,,59,,,,,,,
15230,20356,Eri,3,16,21.71,,-5,43,49.5,6.3,,,75,,,,,,,
13421,17943,Eri,2,52,50.67,,-9,26,28.8,6.31,σ,,33,,,,,,,
16015,21473,Eri,3,26,11.77,,-41,38,13.2,6.33,,,89,,,,,,,
19111,25944,Eri,4,5,46.73,,-20,30,45.1,6.34,,,173,,,,,,,
21428,29227,Eri,4,36,1.67,,-3,36,41.8,6.34,,,248,,,,,,,
12708,17098,Eri,2,43,20.22,,-40,31,40.6,6.35,,,21,,,,,,,
17136,22905,Eri,3,40,11.44,,-15,13,35.4,6.35,,,114,,,,,,,
13271,17864,Eri,2,50,47.77,,-39,55,55.9,6.36,,,31,,,,,,,
14797,19850,Eri,3,11,5.27,,-13,15,51.5,6.36,,,66,,,,,,,
18990,25700,Eri,4,4,8.65,,-16,35,18.9,6.36,,,168,,,,,,,
20138,27490,Eri,4,19,2.89,,-33,54,16.7,6.36,,,207,,,,,,,
9022,11965,Eri,1,56,9.4,,-49,50,11.3,6.37,,,9,,,,,,,
14757,19826,Eri,3,10,35.35,,-23,44,19,6.37,,,65,,,,,,,
18428,24834,Eri,3,56,27.66,,-13,35,51.1,6.37,,,,,,,,,,
21324,29163,Eri,4,34,38.13,,-24,2,26,6.37,,,246,,,,,,,
20467,27941,Eri,4,23,7.76,,-35,32,41.4,6.38,,,218,,,,,,,
19601,26625,Eri,4,12,0.26,,-17,16,28.6,6.41,,,189,,,,,,,
19509,26575,Eri,4,10,45.89,,-35,16,25.4,6.43,,,188,,,,,,,
9685,12894,Eri,2,4,35.04,,-54,52,53.9,6.45,,,12,,,,,,,
17436,23508,Eri,3,44,6.36,,-40,39,36.3,6.45,,,126,,,,,,,
19590,26584,Eri,4,11,56.1,,-8,50,15,6.45,,,186,,,,,,,
19725,26739,Eri,4,13,38.15,,-1,8,59,6.45,,,190,,,,,GY,,
20360,27660,Eri,4,21,37.51,,-6,17,2.9,6.45,,,213,,,,,,,
13008,17438,Eri,2,47,11.14,,-22,29,8.4,6.47,,,27,,,,,,,
17950,24098,Eri,3,50,16.1,,-1,31,21.5,6.47,,,134,,,,,,,
18926,25631,Eri,4,3,24.75,,-20,8,37.7,6.47,,,166,,,,,,,
12964,17390,Eri,2,46,45.06,,-21,38,22.4,6.48,,,26,,,,,,,
16779,22379,Eri,3,35,57.25,,-5,7,29.8,6.49,,,105,,,,,,,
17214,23010,Eri,3,41,13.75,,-11,48,9,6.49,,,117,,,,,,,
14879,20010,For,3,12,4.28,,-28,59,20.8,3.8,α,,27,Fornacis,,,,,,
13147,17652,For,2,49,5.36,,-32,24,22.6,4.45,β,,49,,,,,,,
9677,12767,For,2,4,29.43,,-29,17,48.6,4.68,ν,,15,,,,,,,
11918,16046,For,2,33,50.71,,-28,13,56.4,4.96,ω,,34,,,,,,,
17304,23227,For,3,42,14.9,,-31,56,18.2,4.99,δ,,103,,,,,,,
11477,15427,For,2,28,1.69,,-33,48,39.8,5.13,φ,,28,,,,,,,
11072,14802,For,2,22,32.42,,-23,48,58.7,5.19,κ,,23,,,,,,,
10320,13709,For,2,12,54.46,,-30,43,25.8,5.27,μ,,19,,,,,,,
9440,12438,For,2,1,14.8,,-30,0,5.6,5.34,π,,12,,,,,,,
13202,17729,For,2,49,54.15,,-27,56,31.3,5.39,γ2,,51,,,,,,,
13265,17829,For,2,50,40.4,,-35,40,32.6,5.48,η3,,53,,,,,,,
17738,23940,For,3,47,56.02,,-30,10,2.4,5.52,ρ,,109,,,,,,,
15479,20729,For,3,19,34.9,,-24,7,22.2,5.63,,,83,,,,,,,
13942,18692,For,2,59,36.07,,-25,16,27.6,5.69,ζ,,65,,,,,,,
16112,21574,For,3,27,33.37,,-35,40,52.8,5.71,χ2,,91,,,,,,,
12122,16307,For,2,36,9.28,,-30,2,41.9,5.74,ι1,,35,,,,,,,
12186,16417,For,2,36,58.62,,-34,34,38.4,5.78,λ2,,36,,,,,,,
12288,16538,For,2,38,18.6,,-30,11,38,5.84,ι2,,37,,,,,,,
14086,18907,For,3,1,37.45,,-28,5,25.7,5.88,ε,,68,,,,,,,
11867,15975,For,2,33,7.04,,-34,38,59.7,5.91,λ1,,33,,,,,,,
17618,23738,For,3,46,27.42,,-29,20,17.4,5.91,σ,,105,,,,,,,
13225,17793,For,2,50,14.75,,-35,50,37.3,5.92,η2,,52,,,,,,,
13473,18149,For,2,53,34.35,,-38,26,13.5,5.93,ψ,,55,,,,,,,
15357,20606,For,3,18,2.49,,-28,47,49.3,5.93,,,82,,,,,,,
16029,21430,For,3,26,22.52,,-27,19,3.4,5.93,,,90,,,,,,,
12608,16975,For,2,42,6.59,,-38,23,1.4,5.99,,,40,,,,,,,
17007,22789,For,3,38,47.66,,-27,56,35.2,6.01,τ,,101,,,,,,,
8820,11643,For,1,53,23.08,,-38,35,40.9,6.09,,,6,,,,,,,
11524,15471,For,2,28,35.46,,-31,6,8.6,6.11,,,29,,,,,,,
13197,17713,For,2,49,50.99,,-24,33,36,6.14,γ1,,50,,,,,,,
13907,18650,For,2,59,6.49,,-28,54,25.5,6.14,,,63,,,,,,,
15024,20176,For,3,13,37.94,,-29,48,14.8,6.17,,,76,,,,,,,
14551,19545,For,3,7,50.8,,-27,49,52,6.18,,,69,,,,,,,
16628,22262,For,3,33,56.81,,-31,4,49.1,6.2,,,96,,,,,,,
12786,17168,For,2,44,20.52,,-32,31,28.8,6.21,,,44,,,,,,,
15125,20293,For,3,15,0.28,,-26,6,1.5,6.25,,,78,,,,,,,
11802,15889,For,2,32,14.72,,-36,25,38.4,6.28,,,32,,,,,,,
13768,18466,For,2,57,12.91,,-29,51,19,6.29,,,61,,,,,,,
14972,20144,For,3,13,1.49,,-35,56,37.3,6.29,,,75,,,,,,,
9562,12596,For,2,2,51.76,,-23,53,11.6,6.3,,,14,,,,,,,
13947,18735,For,2,59,38.3,,-32,30,26,6.32,,,66,,,,,,,
8369,11050,For,1,47,47.77,,-37,9,34.3,6.33,,,2,,,,,,,
10798,14412,For,2,18,58.65,,-25,56,48.4,6.33,,,22,,,,,,,
8480,11183,For,1,49,19.36,,-31,4,20.7,6.35,,,3,,,,,,,
15700,20980,For,3,22,16.28,,-25,35,16.1,6.36,,,87,,,,,,,
8514,11262,For,1,49,48.86,,-38,24,12.5,6.37,,,4,,,,,,,
9207,12135,For,1,58,26.68,,-33,4,0.3,6.37,,,9,,,,,,,
8233,10863,For,1,46,0.99,,-27,20,55.4,6.38,,,1,,,,,,,
13363,17926,For,2,51,56.16,,-30,48,53.2,6.38,,,54,,,,,,,
16449,21997,For,3,31,53.61,,-25,36,50.8,6.38,,,94,,,,,,,
15987,21423,For,3,25,55.82,,-35,55,15.1,6.39,χ1,,89,,,,,,,
16672,22322,For,3,34,33.58,,-31,52,29.3,6.39,,,98,,,,,,,
9521,12563,For,2,2,28.27,,-29,39,56.4,6.4,,,13,,,,,,,
15585,20853,For,3,20,45.18,,-26,36,23.6,6.4,,,86,,,,,,,
13789,18546,For,2,57,32.63,,-38,11,27.4,6.41,,,62,,,,,,,
11212,14988,For,2,24,20.1,,-25,50,51,6.45,,,26,,,,,,,
11121,14890,For,2,23,6.6,,-37,34,33.8,6.47,,,25,,,,,,,
10069,13305,For,2,9,34.82,,-24,20,44.5,6.48,,,18,,,,,,,
12300,16589,For,2,38,24.75,,-37,59,25.4,6.48,,,38,,,,,,,
16697,22333,For,3,34,52.37,,-25,34,58.5,6.48,,,97,,,,,,,
16156,21635,For,3,28,11.5,,-35,51,12.3,6.49,χ3,,92,,,,,,,
11644,15634,For,2,30,13.67,,-25,11,11.5,6.5,,,30,,,,,,,
37826,62509,Gem,7,45,19.36,,28,1,34.7,1.16,β,78,,Pollux,1,,,,,
36850,60179,Gem,7,34,36,,31,53,19.1,1.58,α,66,,Castor,1,,,,,
31681,47105,Gem,6,37,42.7,,16,23,57.9,1.93,γ,24,,Alhena,1,,,,,
30343,44478,Gem,6,22,57.59,,22,30,49.9,2.87,μ,13,,Tejat,,,,,,
32246,48329,Gem,6,43,55.93,,25,7,52.2,3.06,ε,27,,Mebsuta,1,,,,,
29655,42995,Gem,6,14,52.7,,22,30,24.6,3.31,η,7,,Propus,1,,,,,
32362,48737,Gem,6,45,17.43,,12,53,45.8,3.35,ξ,31,,Alzirr,,,,,,
35550,56986,Gem,7,20,7.39,,21,58,56.4,3.5,δ,55,,Wasat,1,,,,,
37740,62345,Gem,7,44,26.87,,24,23,53.3,3.57,κ,77,,Al Kirkab,,,,,,
35350,56537,Gem,7,18,5.61,,16,32,25.7,3.58,λ,54,,Kebash,,,,,,
33018,50019,Gem,6,52,47.34,,33,57,40.9,3.6,θ,34,,Nageba,,,,,,
36046,58207,Gem,7,25,43.68,,27,47,53.8,3.78,ι,60,,Yin-Yang,,,,,,
34088,52973,Gem,7,4,6.54,,20,34,13.1,4.01,ζ,43,,Mekbuda,1,,,,,
36962,60522,Gem,7,35,55.37,,26,53,45.6,4.06,υ,69,,,,,,,,
30883,45542,Gem,6,28,57.79,,20,12,43.8,4.13,ν,18,,Nucatai,,,,,,
28734,41116,Gem,6,4,7.22,,23,15,49.1,4.16,,1,,Propus,,,,,,
36366,58946,Gem,7,29,6.61,,31,47,2.7,4.16,ρ,62,,,,,,,,
37629,62044,Gem,7,43,18.69,,28,53,2.7,4.23,σ,75,,,,,,,,
34693,54719,Gem,7,11,8.39,,30,14,43,4.41,τ,46,,,,,,,,
32249,48433,Gem,6,43,59.29,,13,13,41.3,4.49,,30,,,,,,,,
33202,50635,Gem,6,54,38.59,,13,10,40.9,4.73,e,38,,,,,,,,
37265,61110,Gem,7,39,9.96,,34,35,4.7,4.89,ο,71,,,,,,,,
37908,62721,Gem,7,46,7.49,,18,30,36.6,4.89,g,81,,,,,,,,
39424,66216,Gem,8,3,31.1,,27,47,39.9,4.94,χ,,,,,,,,,
38538,64145,Gem,7,53,29.84,,26,45,57.1,4.97,φ,83,,,,,,,,
36429,59148,Gem,7,29,48.78,,27,54,58.3,5.01,b,65,,,,,,,,
35846,57727,Gem,7,23,28.55,,25,3,2.2,5.04,A,57,,,,,,,,
37300,61338,Gem,7,39,28.59,,17,40,28.3,5.04,f,74,,,,,,,,
34909,55383,Gem,7,13,22.27,,16,9,32.6,5.07,,51,,,,,,,,
36393,59037,Gem,7,29,20.46,,28,7,6.3,5.07,,64,,,,,,,,
35699,57423,Gem,7,21,56.9,,20,26,37.4,5.09,,56,,,,,,,,
34033,52960,Gem,7,3,38.07,,10,57,6.6,5.14,,,,,,,,,,
38016,62898,Gem,7,47,30.34,,33,24,56.8,5.14,π,80,,,,,,,,
32104,48097,Gem,6,42,24.32,,17,38,43.9,5.2,,26,,,,,,,,
33927,52497,Gem,7,2,24.78,,24,12,55.6,5.2,ω,42,,,,,,,,
36238,58728,Gem,7,27,44.39,,21,26,44,5.2,,63,,,,,,,,
36760,60107,Gem,7,33,36.5,,15,49,36.1,5.27,,68,,,,,,,,
32921,49908,Gem,6,51,33.05,,21,45,40.4,5.28,d,36,,,,,,,,
37704,62285,Gem,7,44,6.92,,25,47,3.2,5.3,c,76,,,,,,,,
36896,60318,Gem,7,35,8.82,,30,57,39.3,5.34,,,,,,,,,,
38722,64648,Gem,7,55,39.9,,19,53,2.6,5.38,,85,,,,,,,,
32311,48450,Gem,6,44,45.46,,28,58,15.6,5.42,,28,,,,,,,,
36616,59686,Gem,7,31,48.37,,17,5,10.4,5.45,,,,,,,,,,
34440,54131,Gem,7,8,22.04,,15,55,51.3,5.47,,45,,,,,,,,
34267,53329,Gem,7,6,11.63,,34,28,26.7,5.55,,,,,,,,,,
37521,61913,Gem,7,42,3.22,,14,12,30.7,5.55,,,,,,,,NZ,,
31277,46374,Gem,6,33,36.17,,14,9,19.3,5.57,,,,,,,,,,
37204,60986,Gem,7,38,32.84,,35,2,54.5,5.58,,70,,,,,,,,
32814,49738,Gem,6,50,25.5,,13,24,47.5,5.68,,35,,,,,,,,
32968,49968,Gem,6,52,0.01,,23,36,6.3,5.68,,,,,,,,,,
32740,49380,Gem,6,49,41.34,,32,36,24.8,5.72,,,,,,,,,,
33715,52005,Gem,7,0,15.82,,16,4,44.4,5.73,,41,,,,,,,,
33277,50692,Gem,6,55,18.69,,25,22,32.3,5.74,,37,,,,,,,,
29225,42087,Gem,6,9,43.99,,23,6,48.5,5.75,,3,,,,,,,,
34722,54801,Gem,7,11,23.08,,26,51,24,5.75,,47,,,,,,,,
35152,55870,Gem,7,15,57.18,,27,53,50.7,5.75,,53,,,,,,,,
35941,57927,Gem,7,24,33.44,,27,38,16.1,5.77,,59,,,,,,,,
33914,52556,Gem,7,2,17.49,,15,20,9.8,5.78,,,,,,,,,,
37508,61885,Gem,7,41,51.87,,13,28,49.8,5.79,,,,,,,,,,
29379,42398,Gem,6,11,32.31,,24,25,13.4,5.83,,5,,,,,,,,
35025,55621,Gem,7,14,41.94,,24,53,6.7,5.84,,52,,,,,,,,
34819,55052,Gem,7,12,26.39,,24,7,43.3,5.85,,48,,,,,,,,
33937,52609,Gem,7,2,33.29,,16,40,28.1,5.86,,,,,,,,,,
32753,49606,Gem,6,49,49.85,,16,12,10.5,5.87,,33,,,,,,,,
33421,51000,Gem,6,57,0.54,,33,40,51.7,5.91,,,,,,,,,,
29196,42049,Gem,6,9,32.44,,22,11,25,5.93,,,,,,,,,,
34017,52711,Gem,7,3,30.35,,29,20,20.7,5.93,,,,,,,,,,
37428,61603,Gem,7,40,58.52,,23,1,6.8,5.93,,,,,,,,,,
34358,53686,Gem,7,7,22.41,,34,0,33.7,5.94,,,,,,,,,,
36156,58579,Gem,7,26,56.33,,20,15,27.3,5.94,,61,,,,,,,,
33929,52554,Gem,7,2,25.52,,17,45,19.6,5.96,,,,,,,,NP,,
31876,47575,Gem,6,39,47.73,,12,58,58.1,5.99,,,,,,,,,,
34182,53257,Gem,7,5,18.37,,22,38,14.9,6,,44,,,,,,,,
34055,52976,Gem,7,3,51.6,,12,35,39.3,6.01,,,,,,,,,,
38394,63889,Gem,7,51,56.8,,19,19,30.6,6.03,,,,,,,,,,
28500,40589,Gem,6,1,0.45,,27,34,20.5,6.04,,,,,,,,,,
30570,44927,Gem,6,25,32.94,,23,19,38,6.05,,,,,,,,,,
37580,61859,Gem,7,42,43.61,,34,0,0.8,6.05,,,,,,,,,,
38319,63589,Gem,7,51,2.37,,33,14,1.1,6.06,,,,,,,,,,
38147,63352,Gem,7,49,1.81,,13,22,18.8,6.07,,,,,,,,,,
29789,43261,Gem,6,16,19.05,,23,58,12.2,6.09,,8,,,,,,,,
31813,47358,Gem,6,39,5.29,,22,1,51.4,6.09,,,,,,,,,,
37339,61295,Gem,7,39,54.1,,32,0,35.4,6.16,,,,,,,,,,
35842,57744,Gem,7,23,28.15,,22,56,43.6,6.17,,58,,,,,,,,
31067,45951,Gem,6,31,10.03,,16,56,19.1,6.18,,,,,,,,,,
37269,61219,Gem,7,39,12.01,,24,13,21.1,6.18,,,,,,,,,,
38106,63208,Gem,7,48,33.65,,23,8,27.5,6.18,,82,,,,,,,,
35345,56386,Gem,7,18,4.09,,30,57,21.3,6.19,,,,,,,,,,
33595,51530,Gem,6,58,47.52,,26,4,51.1,6.2,,39,,,,,,,,
30769,45394,Gem,6,27,56.69,,20,29,46.6,6.22,,16,,,,,,,,
36340,59059,Gem,7,28,47.26,,15,6,35.5,6.23,,,,,,,,,,
37404,61630,Gem,7,40,47.19,,13,46,16.6,6.23,,,,,,,,,,
29840,43384,Gem,6,16,58.71,,23,44,27.3,6.24,,9,,,,,,,,
30815,45506,Gem,6,28,28.11,,16,14,18.6,6.24,,,,,,,,,,
37636,62141,Gem,7,43,22.2,,22,23,58,6.25,,,,,,,,,,
31158,46136,Gem,6,32,18.52,,17,47,3.4,6.26,,20,,,,,,,,
33465,51330,Gem,6,57,25.59,,11,54,27.2,6.26,,,,,,,,,,
32020,47863,Gem,6,41,21.94,,16,23,51.6,6.28,,,,,,,,,,
34428,53899,Gem,7,8,13.28,,33,49,56.8,6.31,,,,,,,,,,
30218,44234,Gem,6,21,25.91,,17,45,49,6.32,,,,,,,,,,
30501,44780,Gem,6,24,43.75,,25,2,55.4,6.35,,,,,,,,,,
32539,49059,Gem,6,47,23.46,,18,11,36.8,6.35,,,,,,,,,,
28561,40724,Gem,6,1,41.63,,22,24,3.8,6.36,,141,,,,,,,,
36325,58898,Gem,7,28,39.89,,27,33,10.4,6.36,,,,,,,,,,
37165,61035,Gem,7,38,14.36,,24,21,37.4,6.37,,,,,,,,,,
31105,46031,Gem,6,31,37.44,,15,54,12.7,6.38,,19,,,,,,,,
35253,56176,Gem,7,17,3.36,,26,41,23.3,6.38,,,,,,,,,,
33650,51688,Gem,6,59,27.94,,25,54,51.1,6.4,,40,,,,,,,,
31850,47415,Gem,6,39,31.47,,24,35,59.8,6.43,,,,,,,,,,
34608,54563,Gem,7,10,6.79,,21,14,53.3,6.43,,,,,,,,,,
31650,47020,Gem,6,37,27.29,,24,35,27,6.44,,,,,,,,,,
32019,47731,Gem,6,41,20.9,,28,11,47.9,6.45,,25,,,,,,,,
35548,57049,Gem,7,20,6.84,,15,8,34.7,6.45,,,,,,,,,,
34860,55130,Gem,7,12,49.08,,27,13,30.2,6.46,,50,,,,,,,,
32404,48843,Gem,6,45,54.2,,12,41,36.8,6.47,,32,,,,,,,,
34367,53744,Gem,7,7,24.88,,28,10,36.1,6.47,,,,,,,,,,
35933,58050,Gem,7,24,27.65,,15,31,1.9,6.47,,,,,,,,OP,,
34763,54986,Gem,7,11,46.84,,16,58,35.1,6.5,,,,,,,,,,
109268,209952,Gru,22,8,13.88,,-46,57,38.2,1.73,α,,28,Alnair,1,,,,,
112122,214952,Gru,22,42,39.93,,-46,53,4.4,2.07,β,,57,Gruid,,,,,,
108085,207971,Gru,21,53,55.65,,-37,21,53.4,3,γ,,18,Aldhanab,,,,,,
112623,215789,Gru,22,48,33.2,,-51,19,0.1,3.49,ε,,68,,,,,,,
114421,218670,Gru,23,10,21.43,,-45,14,47.9,3.88,ι,,90,,,,,,,
110997,213009,Gru,22,29,16.15,,-43,29,44,3.97,δ1,,42,,,,,,,
113638,217364,Gru,23,0,52.87,,-52,45,14.8,4.11,ζ,,77,,,,,,,
111043,213080,Gru,22,29,45.45,,-43,44,57.2,4.12,δ2,,43,,,,,,,
114131,218227,Gru,23,6,52.77,,-43,31,13.2,4.28,θ,,84,,,,,,,
109111,209688,Gru,22,6,6.9,,-39,32,35,4.47,λ,,27,,,,,,,
109908,211088,Gru,22,15,36.88,,-41,20,48.3,4.79,μ1,,35,,,,,,,
112203,215104,Gru,22,43,29.97,,-41,24,50.8,4.84,ρ,,59,,,,,,,
112374,215369,Gru,22,45,37.85,,-53,30,0.6,4.84,η,,61,,,,,,,
109973,211202,Gru,22,16,26.57,,-41,37,37.9,5.11,μ2,,36,,,,,,,
106327,204783,Gru,21,32,5.86,,-41,10,45.6,5.29,ξ,,2,,,,,,,
110109,211415,Gru,22,18,15.18,,-53,37,31.9,5.36,,,37,,,,,,,
113957,217902,Gru,23,4,39.57,,-53,57,52.7,5.37,κ,,83,,,,,,,
112832,216149,Gru,22,51,2.15,,-39,9,24.5,5.43,,,69,,,,,,,
108294,208321,Gru,21,56,22.79,,-37,15,13.1,5.45,,,20,,,,,,,
110936,212953,Gru,22,28,39.18,,-39,7,53,5.47,ν,,41,,,,,,,
108543,208737,Gru,21,59,17.88,,-38,23,42.3,5.5,,,24,,,,,,,
112381,215405,Gru,22,45,40.81,,-46,32,50.3,5.52,,,62,,,,,,,
115713,220729,Gru,23,26,36.54,,-52,43,18.9,5.53,ο,,107,,,,,,,
115054,219693,Gru,23,18,9.79,,-40,49,26.6,5.54,φ,,97,,,,,,,
106429,204960,Gru,21,33,23.53,,-44,50,55.3,5.57,,,3,,,,,,,
107649,207129,Gru,21,48,15.61,,-47,18,10.4,5.57,,,13,,,,,,,
110506,212132,Gru,22,23,7.79,,-45,55,42,5.62,π2,,39,,,,,,,
114132,218242,Gru,23,6,53.6,,-38,53,32.3,5.62,υ,,85,,,,,,,
113657,217403,Gru,23,1,7.5,,-50,57,0.1,5.68,,,78,,,,,,,
113307,216823,Gru,22,56,47.82,,-47,58,9.2,5.72,τ3,,75,,,,,,,
115537,220440,Gru,23,24,13.24,,-51,53,27.9,5.75,,,106,,,,,,,
114775,219263,Gru,23,14,58.53,,-41,6,18.5,5.77,,,92,,,,,,,
113902,217842,Gru,23,3,59.63,,-41,28,44.5,5.79,,,82,,,,,,,
114167,218269,Gru,23,7,14.81,,-50,41,11.8,5.81,,,87,,,,,,,
114382,218630,Gru,23,9,57.64,,-42,51,40.2,5.83,,,88,,,,,,,
111643,214150,Gru,22,36,58.82,,-40,35,27.1,5.85,σ2,,51,,,,,,,
114407,218655,Gru,23,10,9.72,,-40,35,29.2,5.9,,,89,,,,,DL,,
114921,219507,Gru,23,16,39.79,,-44,29,20.9,5.92,,,94,,,,,,,
112117,214953,Gru,22,42,36.88,,-47,12,36,5.99,,,56,,,,,,,
113044,216435,Gru,22,53,37.74,,-48,35,53.1,6.03,τ1,,70,,,,,,,
115272,220003,Gru,23,20,50.13,,-50,18,23,6.04,,,101,,,,,,,
112127,214987,Gru,22,42,43.05,,-44,14,53.2,6.06,,,58,,,,,,,
109902,211053,Gru,22,15,35.03,,-44,27,5.4,6.1,,,34,,,,,,,
115496,220401,Gru,23,23,45.41,,-43,7,28,6.12,,,105,,,,,,,
115510,220392,Gru,23,23,54.45,,-53,48,31.2,6.13,,,104,,,,,DQ,,
108347,208435,Gru,21,57,2.14,,-37,44,48.7,6.18,,,21,,,,,BZ,,
109821,210918,Gru,22,14,38.21,,-41,22,47.1,6.23,,,32,,,,,,,
107344,206642,Gru,21,44,29.41,,-38,33,7.7,6.28,,,11,,,,,,,
111594,214085,Gru,22,36,29.27,,-40,34,57,6.28,σ1,,50,,,,,,,
106500,205096,Gru,21,34,17.18,,-42,55,28.8,6.32,,,5,,,,,,,
114159,218255,Gru,23,7,9.43,,-49,36,22.1,6.33,,,86,,,,,,,
113189,216666,Gru,22,55,14.87,,-36,23,18.9,6.4,,,73,,,,,,,
